Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL2031021;;None;759.37;2;6.58;21;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4CC)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';78.0;nM;7.11;;;UO_0000065;9.36;0.18;0.53;5.69;0;CHEMBL2033953;Inhibition in GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029223;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;78.0
CHEMBL2031022;;None;890.33;2;9.06;22;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4Cc3ccc(Cl)c(Cl)c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';16.0;nM;7.80;;;UO_0000065;8.76;0.18;-1.26;6.24;0;CHEMBL2033953;Inhibition in GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029223;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;16.0
CHEMBL2031023;;None;754.35;2;7.91;26;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2C)c(C)c1Cl;IC50;'=';710.0;nM;6.15;;;UO_0000065;8.15;0.16;-1.76;5.05;0;CHEMBL2033953;Inhibition in GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029223;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;710.0
CHEMBL3964058;;None;882.53;2;6.33;BDBM232413;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(CCO)CC2)c(C)c1Cl;IC50;'=';90.0;nM;7.05;;405217;UO_0000065;7.98;0.16;0.72;4.75;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;90.0
CHEMBL3937806;;None;818.35;2;7.54;BDBM232420;CCCCN(C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl)c1ccc(C(=O)OC)cc1;IC50;'=';90.0;nM;7.05;;405225;UO_0000065;8.61;0.17;-0.49;4.76;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;90.0
CHEMBL3918064;;None;1002.38;None;None;BDBM232437;Cc1c(Cl)c(C(=O)NCc2ccc(-c3ccc(CC(=O)O)cc3)cc2)nn1-c1ccc(C(=O)NS(=O)(=O)c2ccc3c(c2)CCN3Cc2ccc(Cl)c(Cl)c2)cc1C(=O)N1CCc2ccccc2C1;IC50;'=';50.0;nM;7.30;;405242;UO_0000065;7.28;None;None;None;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;50.0
CHEMBL3890955;;None;984.20;2;11.49;BDBM232438;CCCCN(C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(Cl)ccc(Br)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl)c1cccc(-c2ccc(Cl)cc2)c1;IC50;'=';10.0;nM;8.00;;405243;UO_0000065;8.13;0.17;-3.49;6.57;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;10.0
CHEMBL2030859;;None;728.87;2;6.21;BDBM50384324;CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(CO)nn1-c1ccccc1;IC50;'=';10.0;nM;8.00;;405256;UO_0000065;10.98;0.21;1.79;5.64;0;CHEMBL3888503;Fluorescence Polarization Assay (FPA): The assays were performed in black flat-bottom 384-well plates. The final assay volume was 50 μl prepared from additions of Gst-Bcl-2 (Bcl-2: GENBANK® Accession No. P10415), fluoresceinated 18-mer BIM peptide (NH2-YYANFEDGIRRLEQAIWI-[FAM]) (SEQ ID NO: 1), and test compounds in assay buffer consisting of 20 mM Sodium Phosphate, 1 mM EDTA, 50 mM NaCl, and 0.05% Pluronic Acid. The reaction was incubated at room temperature for 60 minutes and fluorescence polarization of the reaction was detected on the LJL Plate Reader. Inhibition data were calculated from mP values generated by the no protein control reactions for 100% inhibition and vehicle-only reactions for 0% inhibition. The final concentrations of reagents in the assay were 4.9 nM BCL-2, 5 nM fluoresceinated 18-mer BIM peptide and 1% DMSO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886736;37;BindingDB Patent Bioactivity Data;;2016;None;;;;10.0
CHEMBL3703610;;None;999.64;3;7.91;BDBM156390;N[C@@H](c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN4CCN(CCO)CC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1;IC50;'=';16.0;nM;7.80;;363139;UO_0000065;7.80;0.16;-0.11;4.71;0;CHEMBL3887911;"Fluorescence Polarization Assay: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-c) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502). Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP')assays may be developed using a c-terminal 6XHIS tagged Bcl-2 (aa 1-204) and a C-terminal 6XHIS tagged Bcl-XL (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluorescein isothiocyanate (FITC-DLRPEIRIAQELRRIGDEFNETYTRR). Dilutions of either Bcl-2 (1.3 nM) or Bcl-XL (0.8 nM) may be added to serial dilutions of antagonist and incubated for one hour prior to the addition of 2 nM of fluorescent peptide tracer (Anaspec, Fremont, Calif.) in the assay buffer. Final assay buffer conditions may be 20 mM HEPES, pH 7.5, 1 mM DTT, 0.005% Tween-20 and 50 mM NaCl. Samples may be read after 20-minute incubation. Fluorescence polarization values may be plotted as a function of the antagonist concentration.";B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886500;37;BindingDB Patent Bioactivity Data;;2016;None;;;;16.0
CHEMBL3703601;;None;959.57;3;8.65;BDBM156380;CCN(CCO)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC([C@@H](O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F;IC50;'=';0.5;nM;9.30;;363130;UO_0000065;9.69;0.20;0.65;5.95;0;CHEMBL3887911;"Fluorescence Polarization Assay: Bcl-xL and Bcl-2 FP binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-c) may be determined using a variety of known methods. One such assay is a sensitive and quantitative in vitro binding assay using fluorescence polarization ('FP') described by Wang, J.-L.; Zhang, Z-J.; Choksi, S.; Sjam. S.; Lu, Z.; Croce, C. M.; Alnemri, E. S.; Komgold, R.; Huang, Z. Cell permeable Bcl-2 binding peptides: a chemical approach to apoptosis induction in tumor cells. Cancer Res. 2000, 60, 1498-1502). Additionally, the binding affinity of compound(s) of Formulae (I), (I-a), (I-b), (I-c), (I-d) and/or (I-e) to Bcl-2 protein in vitro was determined by a competitive binding assay based on fluorescence polarization. For example, fluorescence polarization ('FP')assays may be developed using a c-terminal 6XHIS tagged Bcl-2 (aa 1-204) and a C-terminal 6XHIS tagged Bcl-XL (aa 1-209). The tracer may be a synthetic peptide BH-3 peptide Bim conjugated to Fluorescein isothiocyanate (FITC-DLRPEIRIAQELRRIGDEFNETYTRR). Dilutions of either Bcl-2 (1.3 nM) or Bcl-XL (0.8 nM) may be added to serial dilutions of antagonist and incubated for one hour prior to the addition of 2 nM of fluorescent peptide tracer (Anaspec, Fremont, Calif.) in the assay buffer. Final assay buffer conditions may be 20 mM HEPES, pH 7.5, 1 mM DTT, 0.005% Tween-20 and 50 mM NaCl. Samples may be read after 20-minute incubation. Fluorescence polarization values may be plotted as a function of the antagonist concentration.";B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886500;37;BindingDB Patent Bioactivity Data;;2016;None;;;;0.5
CHEMBL5291477;;None;518.33;2;6.37;171b;COc1ccc2nc(-c3ccc(Br)cc3)cc(-c3nnc(Nc4ccc([N+](=O)[O-])cc4)o3)c2c1;IC50;'=';150.0;nM;6.82;;;UO_0000065;13.17;0.27;0.45;5.87;0;CHEMBL5232571;Displacement of biotinylated Bim peptide from Bcl-2 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL5230155;1;Scientific Literature;Eur J Med Chem;2021;None;;BINDING AGENT;;0.15
CHEMBL2030848;;None;770.91;2;7.54;3e;CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccc(OC)cc1;IC50;'=';1790.0;nM;5.75;;;UO_0000065;7.46;0.14;-1.79;4.20;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;1.79
CHEMBL2030861;;None;672.92;None;None;3r;CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)CC[Si](C)(C)C)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccccc1;IC50;'=';190.0;nM;6.72;;;UO_0000065;9.99;None;None;None;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.19
CHEMBL2031004;;None;740.33;2;7.03;4f;CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1;IC50;'=';160.0;nM;6.80;;;UO_0000065;9.18;0.18;-0.23;5.12;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.16
CHEMBL2031012;;None;740.33;2;7.35;12;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl;IC50;'=';32.0;nM;7.50;;;UO_0000065;10.12;0.20;0.14;6.16;0;CHEMBL2033953;Inhibition in GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029223;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;32.0
CHEMBL2031024;;None;770.35;2;6.71;27;CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl;IC50;'=';35.0;nM;7.46;;;UO_0000065;9.68;0.19;0.75;5.25;0;CHEMBL2033953;Inhibition in GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029223;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;35.0
CHEMBL3948552;;None;639.19;2;5.38;BDBM179544;CCCCN(CCCC)C(=O)c1nn(-c2ccc(OCC(=O)OCC)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl;IC50;'=';384.11;nM;6.42;;326159;UO_0000065;10.04;0.19;1.04;5.62;0;CHEMBL3887237;Surface plasmon resonance (SPR): The SPR assay is configured to examine solution inhibition of BCL-2 binding to peptide derivatized sensor surfaces to generate IC50 values as a measure of inhibitor potency. Solution Inhibition Assay Format: Biacore TM A100 (GE Healthcare, Uppsala, Sweden) was used to conduct all experiments reported herein. Sensor surface preparation and all interaction analyses experiments were performed at 25° C. Reagents were purchased from GE Healthcare. Running buffer containing 10 mM Hepes, pH7.4, 150 mM sodium chloride, 1.25 mM Dithiothreitol, 3% Dimethyl sulfoxide and 0.05% polysorbate 20 were utilized throughout all analyses.Â  Biotinylated BAK, BAD and NOXA peptides were diluted to 10 nM in running buffer and captured onto a sensor surface pre-derivatized with streptavidin (sensor chip SA) to peptide surface densities in the range 50-100 R.U.Â  Peptide captured surfaces were blocked with 50004 PEO2Biotin. A blank detection spot in each flowcell was similarly blocked with PEO2-biotin and served as a reference spot in the competition assay.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886230;37;BindingDB Patent Bioactivity Data;;2015;None;;;;384.11
CHEMBL3937363;;None;595.77;1;4.15;BDBM179557;CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(NS(C)(=O)=O)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1;IC50;'=';377.2;nM;6.42;;326172;UO_0000065;10.78;0.21;2.27;5.15;0;CHEMBL3887238;Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL3886231;37;BindingDB Patent Bioactivity Data;;2015;None;;;;377.205
CHEMBL2325769;;None;889.55;3;9.75;15;Cc1c(C#N)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN(C)C)CSc6ccccc6)c([N+](=O)[O-])c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C;IC50;'=';17.0;nM;7.77;;;UO_0000065;8.73;0.17;-1.98;5.56;0;CHEMBL2330000;Binding affinity to BCL2 (unknown origin) after 2 hrs by fluorescence polarization assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2321752;1;Scientific Literature;J Med Chem;2013;None;;;;17.0
CHEMBL2326039;;None;958.59;3;7.44;23;CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5c(C(=O)NS(C)(=O)=O)ncn5-c5ccc(Cl)cc5)c4)CC3)cc2)cc1[N+](=O)[O-];IC50;'=';3.8;nM;8.42;;;UO_0000065;8.78;0.18;0.98;4.38;0;CHEMBL2330000;Binding affinity to BCL2 (unknown origin) after 2 hrs by fluorescence polarization assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2321752;1;Scientific Literature;J Med Chem;2013;None;;;;3.8
CHEMBL4858808;;None;430.62;1;6.87;S1g-2;N#CC1=C(NCC2CCCCC2)c2ccc(SC3CCCCC3)c3cccc(c23)C1=O;IC50;'=';4800.0;nM;5.32;;;UO_0000065;12.35;0.23;-1.55;10.06;0;CHEMBL4837884;Inhibition of FAM-Bim peptide binding to human Bcl-2 (2 to 206) measured after 30 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL4837197;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 0.5 hr;INHIBITOR;;4.8
CHEMBL2031007;;None;647.80;2;6.24;4i;CCCN(CCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)n1;IC50;'=';150.0;nM;6.82;;;UO_0000065;10.53;0.20;0.58;6.06;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.15
CHEMBL2376835;;None;366.41;0;3.34;6c;Nn1c(SCc2cccc([N+](=O)[O-])c2)nnc1-c1c[nH]c2ccccc12;IC50;'=';1430.0;nM;5.84;;;UO_0000065;15.95;0.31;2.50;5.05;0;CHEMBL2379961;Competitive binding affinity to his-tagged Bcl-2 (unknown origin) after 1 hr by ELISA in presence of Bim peptide;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2375247;1;Scientific Literature;Bioorg Med Chem Lett;2013;None;;;;1.43
CHEMBL2030847;;None;698.85;2;6.84;3d;CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccccc1;IC50;'=';61.0;nM;7.21;;;UO_0000065;10.32;0.19;0.37;5.93;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.061
CHEMBL2030862;;None;727.28;2;7.10;3s;CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)CC)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2cccc(Cl)c2)cc1;IC50;'=';190.0;nM;6.72;;;UO_0000065;9.24;0.18;-0.38;5.14;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.19
CHEMBL2031006;;None;689.88;2;7.33;4h;CCCCN(CCCC)c1ncc(C)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)n1;IC50;'=';110.0;nM;6.96;;;UO_0000065;10.09;0.19;-0.37;6.18;0;CHEMBL2033942;Inhibition of GST-tagged Bcl2 using [FAM]-IWIAQELRRIGDEFNAYY-NH2 as substrate after 60 mins by fluorescence polarization assay;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL2029199;1;Scientific Literature;Bioorg Med Chem Lett;2012;None;;;;0.11
CHEMBL595134;;None;331.40;0;3.01;3, S1;N#CC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13;IC50;'=';285.0;nM;6.54;;;UO_0000065;19.75;0.37;3.54;11.59;0;CHEMBL1677787;Displacement of FAM-Bid from human recombinant Bcl-2 after 30 mins by ELISA;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL4860;Apoptosis regulator Bcl-2;Homo sapiens;SINGLE PROTEIN;CHEMBL1671783;1;Scientific Literature;J Med Chem;2011;None;;;;0.285
